clean_text,sentiment,brand_target,Brand_Parent,Word_Count,Is_Mobile,Crisis_Priority
rt late night security guard sxsw popup apple store link,Positive,Apple,Apple,10,1,Normal
rt lax security question suitcase packed entirely energy drink apple wire sxsw blowingup,Neutral,Apple,Apple,13,1,Normal
rt learnt google search jesus star war much sxsw allhat,Neutral,Google,Google,10,0,Normal
rt leaving austin sort want cry always remember week adelefiona apple mix solace startupbus sxsw,Neutral,Apple,Apple,15,1,Normal
rt left white iphone g cab austin sxsw internet please help,Neutral,Apple,Apple,11,1,Normal
rt length google penalty based severity breach webmaster guideline iewhite text white bgr might get day pen sxsw qagb,Neutral,Google,Google,19,0,Normal
rt less hour announce detail ipad giveaway sxsw sxswi,Positive,iPad,Apple,9,1,Normal
rt less half hour well tell yoyou win ipad rt sxsw sxswi,Positive,iPad,Apple,12,1,Normal
rt less half hour well tell yoyou win ipad rt sxsw sxswi youre bos,Neutral,Apple,Apple,14,1,Normal
rt let see google announcing circle obama austin sxsw donates proceeds japan ho hum,Neutral,Google,Google,14,0,Normal
rt life online podcast w android security sxsw dickbar ie ipad link laughingshow,Neutral,Apple,Apple,13,1,Normal
rt line pop deep line crossroad closer big demand liz phair sorry ipadto sxsw,Neutral,Apple,Apple,14,1,Normal
rt line pop apple store austin first person amthey wait pm sxsw ipadto link,Neutral,Apple,Apple,14,1,Normal
rt line popup apple store th congress still block long sxsw,Neutral,Apple,Apple,11,1,Normal
rt line popup apple store th congress still block long sxsw fucking californian,Neutral,Apple,Apple,13,1,Normal
rt line ipad longer today yesterday sxsw yoyou getting line today fun,Neutral,Apple,Apple,12,1,Normal
rt line source code even longer ipad take apple sxsw,Negative,Apple,Apple,10,1,Medium (Monitor)
rt line wrapping around block ipad second day sxsw link,Positive,Apple,Apple,10,1,Normal
rt line ppl around block sxsw party apple store insane link,Positive,Apple,Apple,11,1,Normal
rt listening discus new interaction paradigm designing ipad uxdes sxsw,Neutral,Apple,Apple,10,1,Normal
rt listening marissa meyer head google social get grilled jc penney laughing sxsw,Neutral,Google,Google,13,0,Normal
rt live sxsw mobile accessibility session room surprise guest charles chen answering question android accesssxsw,Neutral,Google,Google,15,1,Normal
rt livetapp raffling ipad sxsw checkin tweet sxsw show youll entered win music reward,Neutral,Apple,Apple,14,1,Normal
rt location location location link via google sxsw,Neutral,Google,Google,8,0,Normal
rt location location location link via google sxsw yam,Neutral,Google,Google,9,0,Normal
rt location location location listening melissa mayer google sxsw uosxsw,Neutral,Google,Google,10,0,Normal
rt lonely planet release free austin city guide iphone app sxsw like enough apps cluttering handset,Negative,iPad or iPhone App,Apple,16,1,Medium (Monitor)
rt lonely planet free guide austin link iphone sxsw,Neutral,Apple,Apple,9,1,Normal
rt longest line sxsw apple store course link,Neutral,Apple,Apple,8,1,Normal
rt look everyone zomg got ipad first day sxsw link,Positive,iPad,Apple,10,1,Normal
rt look sxsw im bearded guy plaid iphone sxsw nfusion,Neutral,Apple,Apple,10,1,Normal
rt looking cool new iphone twitter app track action sxsw week check link tweetignite,Positive,iPad or iPhone App,Apple,14,1,Normal
rt looking techmobile blogger others join ipad panelist line sxsw tues lmk,Neutral,Apple,Apple,12,1,Normal
rt looking fwd ipad dj dark party tonight great first day sxsw link,Positive,iPad,Apple,13,1,Normal
rt look like google publicly denying circle presented sxsw today,Neutral,Google,Google,10,0,Normal
rt look like fun session sxsw mistake made building nextflix iphone link,Positive,iPad or iPhone App,Apple,12,1,Normal
rt look interesting rt google launch major new social network called circle possibly today link sxsw,Positive,Google,Google,16,0,Normal
rt lot chatter around google new social network circle sxsw kek,Neutral,Google,Google,11,0,Normal
rt lot telecommuters coworkers room ppl using skype google doc lot sxsw looseorganizations,Neutral,Google,Google,13,0,Normal
rt love sxsw apple come cool technology one ever heard go conference,Positive,Apple,Apple,12,1,Normal
rt love sxsw apple come cool technology one ever heard link,Positive,Apple,Apple,11,1,Normal
rt love sxsw apple come cool technology one ever heard go conference,Positive,Apple,Apple,12,1,Normal
rt love sxsw apple come cool technology one ever heard go conference,Positive,Apple,Apple,12,1,Normal
rt love set popup store th congress deal mass geek influx ipadto release sxsw,Positive,iPad,Apple,14,1,Normal
rt machine extension eg google goggles sxwonderful totosxsw sxsw,Neutral,Google,Google,9,0,Normal
rt make sure stop smilebooth rt gsdm google industry party sxsw house,Neutral,Google,Google,12,0,Normal
rt make sure yoyou donating japanese red cross japan link sxswcares sxsw quake thank,Neutral,,Other,14,0,Normal
rt man google launch circle sxsw talk striking iron hot,Positive,Google,Google,10,0,Normal
rt marc ecko sxsw launch iphone app autodial political change link edreform edtech eduvc fightthepaddle,Positive,Apple,Apple,15,1,Normal
rt march austin tx people line sxsw registration apple store,Neutral,Apple,Apple,10,1,Normal
rt marissa mayer talk future google map discusses hotpot answer locationbased rating recommendation sxsw kek,Neutral,Google,Google,15,0,Normal
rt marissa mayer google connect digital physical world mobile link sxsw sxswi,Neutral,Google,Google,12,1,Normal
rt marissa mayer google map usage mobile million mobileusers link sxsw,Neutral,Google,Google,11,1,Normal
rt marissa mayer google connect digital physical world mobile link sxsw,Positive,Google,Google,11,1,Normal
rt marissa mayer google connect digital physical world mobile link sxsw,Positive,Google,Google,11,1,Normal
rt marissa mayer google connect digital physical world mobile link sxsw cm,Positive,Google,Google,12,1,Normal
rt marissa meyer google new concept power link sxsw google,Neutral,Google,Google,10,0,Normal
rt mashable weekend recap story yoyou may missed twitter android sxsw link,Neutral,Google,Google,12,1,Normal
rt mashup mobile contextual information future google marissa mayer sxsw thefutureismobile sxsw,Neutral,Google,Google,12,1,Normal
rt mayer making clear google going straight foursquare gowalla google hotpot sxsw,Neutral,Google,Google,12,0,Normal
rt mayer google search local information sxsw pr,Neutral,Google,Google,8,0,Normal
rt mayer think simplicity lot google developing product sxsw jr,Neutral,Google,Google,10,0,Normal
rt rt love sxsw apple come cool technology one ever heard go conference,Positive,Apple,Apple,13,1,Normal
rt medium circus guy walk apple popup store sxsw st ipadto link,Positive,Apple,Apple,12,1,Normal
rt medium circus guy walk apple popup store sxsw st ipadto austin th congress link,Neutral,Apple,Apple,15,1,Normal
rt meet guy bought first ipad sxsw apple popup store link,Neutral,Apple,Apple,11,1,Normal
rt meetingwave iphone app new version link submitting android week sxsw free downloads please retweet,Neutral,Apple,Apple,15,1,Normal
rt melissa mayer google say credit card company predict divorce accuracy based spending pattern alone sxsw guardian,Neutral,Google,Google,17,0,Normal
rt microsoft launch ie sxsw link yoyou go maybe yoyou get m install ipad p,Neutral,Apple,Apple,15,1,Normal
rt might need go apple today think x w key worn sxsw,Neutral,Apple,Apple,12,1,Normal
trillion mile driven every year using map day saving user year time wasted traffic jam sxsw,Neutral,,Other,16,0,Normal
rt million dollar saved one company adoption google doc incenticize team evolvingworkplace sxsw,Positive,Other Google product or service,Google,13,0,Normal
rt mindjet going sxsw celebrate giving away ipad find enter link,Positive,iPad,Apple,11,1,Normal
rt mingly apple tv day giveaway register win sxsw winning link,Neutral,Apple,Apple,11,1,Normal
rt miss battelle interview ipad social medium last week find video link sxsw,Neutral,Apple,Apple,13,1,Normal
rt monthly value user io android utility apps valuable sxsweisner sxsw,Neutral,Google,Google,11,1,Normal
rt sxsw awesomeness apple opening temporary store downtown austin sxsw ipad launch link,Positive,Apple,Apple,13,1,Normal
rt free sxsw mp downloads time itunes link npac,Neutral,Apple,Apple,9,0,Normal
rt morning everyone ipad giveaway sxsw close v shortly yoyou need sign link enter go,Neutral,Apple,Apple,15,1,Normal
rt mr heavenly aka band w michael cera ready rock bat bar sxsw iphone camera de rigeur,Positive,iPhone,Apple,17,1,Normal
rt mt yoyou able attend sxsw buy ipad today consider saving earthquake relief sayin,Neutral,Apple,Apple,14,1,Normal
rt must see android app sxsw bizzy link,Positive,Google,Google,8,1,Normal
rt agnerd confession using laptop ipad blackberry follow sxsw afar see agchat rock,Neutral,Apple,Apple,13,1,Normal
rt agnerd confession using laptop ipad blackberry follow sxsw afar see agchat rock agnerd,Neutral,Apple,Apple,14,1,Normal
rt st billboard article apple spotify pandora tech invades austin sxswi link sxsw,Neutral,Apple,Apple,13,1,Normal
rt exclusive apple ipad review still better rest link bnet biz ipadto apple sxsw ipad,Positive,iPad,Apple,15,1,Normal
rt first sxsw blog post grand opening apple popup store link,Neutral,Apple,Apple,11,1,Normal
rt informal unscientific observation apple far computer choice sxsw hand link,Positive,Apple,Apple,11,1,Normal
rt informal unscientific observation apple far computer choice sxsw hand contest,Positive,Apple,Apple,11,1,Normal
rt post googlebing qa website ranking sxsw qagb link,Neutral,Google,Google,9,0,Normal
rt twitter full people sxsw buying ipad least pity party keeping busy suppose,Neutral,Apple,Apple,13,1,Normal
rt mypov winner popup apple store chevy cruze loser investor propping frothy startup w enterprise strategy sxsw,Positive,Apple,Apple,17,1,Normal
rt ne sapete qualcosa google launch major new social network called circle link sxsw,Neutral,Google,Google,14,0,Normal
rt need late night snack discovered filling option sxswi recap day link sxsw yum,Neutral,,Other,14,0,Normal
rt need workspace book iphone link app sxsw virtualoffice,Positive,iPad or iPhone App,Apple,9,1,Normal
rt need help finding friend meeting sxsw check free install save kitten jk link,Neutral,,Other,14,0,Normal
rt new ubersocial iphone app store includes uberguide sxsw sponsored mashable link,Positive,Apple,Apple,12,1,Normal
rt new sxsw rule ooing ahing new ipad get big deal everybody one,Negative,iPad,Apple,13,1,Medium (Monitor)
rt new ubersocial iphone app store includes uberguide sxsw sponsored mashable cont link,Positive,iPad or iPhone App,Apple,13,1,Normal
rt new ubersocial iphone app store includes uberguide sxsw sponsored mashabl cont link,Neutral,Apple,Apple,13,1,Normal
rt new ubersocial iphone app store inclds uberguide sxsw sponsored mashable link,Neutral,Apple,Apple,12,1,Normal
rt new ubersocial iphone app store includes uberguide sxsw link,Positive,iPad or iPhone App,Apple,10,1,Normal
rt new ubersocial iphone app store includes uberguide sxsw link got,Positive,Apple,Apple,11,1,Normal
rt new ubersocial iphone app store includes uberguide sxsw sponsored link,Neutral,Apple,Apple,11,1,Normal
rt new ubersocial iphone app store includes uberguide sxsw sponsored mashable link,Neutral,Apple,Apple,12,1,Normal
rt new ubersocial iphone app store includes uberguide sxsw sponsored mashable cont link,Neutral,Apple,Apple,13,1,Normal
rt new ubersocial iphone app store includes uberguide sxsw sponsored mashable link,Positive,iPad or iPhone App,Apple,12,1,Normal
rt new ubersocial iphone app store includes uberguide sxsw sponsored mashable joepieee,Neutral,Apple,Apple,12,1,Normal
rt new ubersocial iphone includes uberguide sxsw sponsored mashable link v nicely done,Positive,iPad or iPhone App,Apple,13,1,Normal
rt new blog watch sxsw link,Neutral,,Other,6,0,Normal
rt new google tool measuring everything displaying one place almost make cry im happy thank bavcid sxsw,Positive,Other Google product or service,Google,17,1,Normal
rt new ipad apps speech therapy communication showcased sxsw link,Positive,iPad or iPhone App,Apple,10,1,Normal
rt new ipad apps speech therapy communication showcased sxsw conference link sxswi sxsh sxswh hcsm slp,Positive,iPad or iPhone App,Apple,16,1,Normal
rt new iphone autocorrect already tried change coworkers visigoth going long five day sxsw,Negative,iPhone,Apple,14,1,Medium (Monitor)
rt new mike tyson game coming iphone link iphone sxsw videogames tyson art cartoon,Positive,iPad or iPhone App,Apple,14,1,Normal
rt new post iphone app make easy connect social network people yoyou meet link sxsw,Positive,iPad or iPhone App,Apple,15,1,Normal
rt new post iphone apps well using south southwest interactive link sxsw sxswi,Neutral,Apple,Apple,13,1,Normal
rt new post business card dead send card via hashable sxsw link,Neutral,,Other,12,0,Normal
rt new social medium tool rt google launch major new social network circle possibly today link sxsw,Neutral,Google,Google,17,0,Normal
rt new social network may debut sxsw google circle link eatdrinktweet done yoyou yet,Positive,Google,Google,14,0,Normal
rt news ipad go enterprise say first look new view app link tip sxsw,Positive,iPad,Apple,14,1,Normal
rt newspaper always chasing young reader sxsw young developer pack panel ipad design boomer yourmom,Neutral,Apple,Apple,15,1,Normal
rt next sxsw heading designing ipad apps baby boomer yoyou wish apps yet tg,Neutral,Apple,Apple,14,1,Normal
rt next year im going set bootleg sidewalk cart austin sell macbook power adapter iphone cable oh red bull sxsw,Neutral,Apple,Apple,20,1,Normal
rt nice told used brief case study ipad design paradigm panel sxsw,Positive,Apple,Apple,12,1,Normal
rt nieuwe regel google yoyou tweet new think yoyou speak mark belinsky tweet panel sxsw,Positive,Google,Google,15,0,Normal
rt ning mobile roadie thrilled offer unofficial sxsw insider guide iphone fun austin link,Positive,Apple,Apple,14,1,Normal
rt stumbling around lost sxsw stay contact group iphone app link idealab il,Neutral,Apple,Apple,13,1,Normal
rt stumbling around lost sxsw stay contact w group w iphone application link,Positive,iPhone,Apple,13,1,Normal
rt stumbling around lost sxsw stay contact group iphone application link,Neutral,Apple,Apple,11,1,Normal
rt surprise consumerization make way conversation cloud adoption apple ui influence enterprise cloud sxsw,Neutral,Apple,Apple,14,1,Normal
rt umbrella yoyou list via yoyou set link edchat musedchat sxsw sxswi newtwitter,Neutral,,Other,13,0,Normal
rt waymatt fricking damon google party maggie mae sxsw link,Positive,Google,Google,10,0,Normal
rt fan new sxsw trend audience sharing opinion via holding ipad listen annoying,Negative,iPad,Apple,13,1,Medium (Monitor)
rt rumor apple opening temporary store downtown austin sxsw ipad launch link hardcore,Neutral,Apple,Apple,13,1,Normal
rt rumor apple opening temporary store downtown austin sxsw ipad launch link fb,Neutral,Apple,Apple,13,1,Normal
rt rumor apple opening temp store austin sxswipad launch link well got interesting,Neutral,Apple,Apple,13,1,Normal
rt launching product sxsw plenty else link,Neutral,,Other,7,0,Normal
rt note self downside tweeting white ipad expect mocked sxsw,Negative,iPad,Apple,10,1,Medium (Monitor)
rt note self never try convince person useful twitter day featuring sxsw apple product release,Neutral,Apple,Apple,15,1,Normal
rt notetaking bingo pull ipad moleskin sxsw,Neutral,Apple,Apple,7,1,Normal
rt nothing say douche cake like walking around ipad like iphone sxsw,Negative,iPad,Apple,12,1,Medium (Monitor)
rt novelty ipad news apps fade fast among sxsw delegate link,Negative,iPad or iPhone App,Apple,11,1,Medium (Monitor)
rt discussing pubsubhubbub link fsw sxsw,Neutral,,Other,6,0,Normal
rt lined sxsw apple pop store,Neutral,Apple,Apple,6,1,Normal
rt million mobile google map user sxsw science,Positive,Google,Google,8,1,Normal
rt nyt app ipad amazing way serve readership market opportunity cannot ignore sxsw newsapps,Positive,iPad or iPhone App,Apple,14,1,Normal
rt course bing result good google seo sxsw qagb,Neutral,Google,Google,9,0,Normal
new version google map mobile pretty amazing vector based fast sxsw,Positive,Other Google product or service,Google,11,1,Normal
rt offered sxsw ipad promo ninjafinder user fan sxsw suck sxsw,Positive,Apple,Apple,11,1,Normal
rt official sxsw app sxsw go link android iphone ipad,Neutral,Apple,Apple,10,1,Normal
rt official sxsw iphoneipadios meetup almost employer looking developer link,Neutral,Apple,Apple,10,1,Normal
rt oh vimeo iphone app submitted store smart upload continue left service drop li sxsw video,Neutral,Apple,Apple,16,1,Normal
rt oh texas social medium award yoyou need ask mother anymore google sxswi sxsw,Neutral,Google,Google,14,0,Normal
rt oh god rt rumor apple opening temp store austin sxsw ipad launch link,Positive,Apple,Apple,14,1,Normal
rt oh god rt rumor apple opening temporary store downtown austin sxsw ipad launch link,Positive,Apple,Apple,15,1,Normal
rt oh like cannot believe ive three boyfriend since first ipad sxsw,Positive,Apple,Apple,12,1,Normal
rt ok google circle officially going launch sxsw denial exists,Neutral,Google,Google,10,0,Normal
rt ok come building custom map google map night sxsw organize party itinerary productive,Neutral,Google,Google,14,0,Normal
rt oki seen two impressive line since im sxsw one apple store yesterday party cc,Neutral,Apple,Apple,15,1,Normal
rt average google map see user come mobile device becoming connected sxsw donline dk,Positive,Other Google product or service,Google,14,1,Normal
rt second day business apple popup store appears trending sxsw vb apple store sxsw pic link,Positive,Apple,Apple,16,1,Normal
rt early nerdbird sxsw get iphone app share photo airport people like people walmart airport,Positive,iPad or iPhone App,Apple,15,1,Normal
person plane without ipad ii sxsw,Neutral,Apple,Apple,6,1,Normal
rt one minute ago guy spoke outside apple popup austin store would got hand ipad waited since sxsw,Neutral,Apple,Apple,18,1,Normal
rt one time feeling android developer meetup saturday sxsw topm sat hilton ab welcome rt yoyou might,Neutral,Google,Google,17,1,Normal
rt one fav photo sxsw far google sxsw link,Neutral,Google,Google,9,0,Normal
rt one fav photo sxsw far google sxsw plixicomp,Neutral,Google,Google,9,0,Normal
rt airline mentioned guy kawasaki delightful like apple drumroll congrats sxsw,Positive,Apple,Apple,11,1,Normal
rt sxsw iphone tell yoyou know mean winning,Positive,iPhone,Apple,8,1,Normal
rt ooooo apple rumored opening temporary store sxsw link,Positive,Apple,Apple,9,1,Normal
rt oooorkut rt rt google launch major new social network called circle possibly today link sxsw,Neutral,Google,Google,16,0,Normal
rt ami sampler live itunes time cmw sxsw check link musicindustry usa,Neutral,Apple,Apple,12,0,Normal
rt sxsw app android huge prop get link,Positive,Android App,Google,8,1,Normal
rt ipad giveaway sxsw close today yoyou need sign link entered automatically pls rt,Neutral,Apple,Apple,14,1,Normal
tord stop excellent meat adventure citymarket lulling good smittys link sxsw meatxmeatwest bxbq,Neutral,,Other,13,0,Normal
rt nfb film app android available download link link time sxsw,Neutral,Google,Google,11,1,Normal
rt updated iphone app song info select stream incl live video streaming time sxsw link,Positive,iPad or iPhone App,Apple,15,1,Normal
rt room people person make accessible appsand work google android sxsw donline,Neutral,Google,Google,12,1,Normal
rt line apple popup store everyone waiting ipads first guy arrived degree badge everywhere sxsw,Neutral,Apple,Apple,15,1,Normal
rt people line apple store downtown austin ipadto sxsw,Positive,Apple,Apple,9,1,Normal
rt use google map mobile marissa mayer sxsw use time suxsw,Positive,Google,Google,11,1,Normal
rt overheard sxsw google launch product people event,Neutral,Google,Google,8,0,Normal
rt p google throw btchin party shout spazmatics sxsw,Positive,Google,Google,9,0,Normal
rt packed housego lynn designing ipad interface new navigation schema sxsw uxdes link,Neutral,Apple,Apple,13,1,Normal
rt panel sxsw called guy canadian featuring ceo hootsuite kiip syncapse link,Neutral,,Other,12,0,Normal
rt panel got head ipad saying link loud newsapps sxsw,Positive,iPad,Apple,10,1,Normal
rt papa sangre immersive audio game iphone free today highly recommended papasangre sxsw,Positive,iPad or iPhone App,Apple,13,1,Normal
rt part journalsim support democracy yes informed populous yes ipad focus support newsapps sxsw,Negative,Apple,Apple,14,1,Medium (Monitor)
rt partying android sxsw lustre pearl link,Positive,Android,Google,7,1,Normal
rt people session taking photo ipad tos air doingitwrong sxsw,Neutral,Apple,Apple,10,1,Normal
rt per rumor google may preview big social strategy sthemed costume party sxsw yep link cnet,Neutral,Google,Google,16,0,Normal
rt per rumor google may preview big social strategy sthemed costume party sxsw yep link cnet,Positive,Google,Google,16,0,Normal
rt per rumor google may preview big social strategy sthemed costume party sxsw yep link cn,Neutral,Google,Google,16,0,Normal
rt per rumor google may preview big social strategy sthemed costume party sxsw yep link cnet,Neutral,Google,Google,16,0,Normal
rt perfect sxsw iphone app home screen organization link like,Positive,iPad or iPhone App,Apple,10,1,Normal
rt photo im spending sat night sxsw chatting husband skype iphone coffee link,Neutral,Apple,Apple,13,1,Normal
rt pic ipadwinning performance link sxsw accordion toodamnlucky,Positive,iPad,Apple,8,1,Normal
rt platform concertgoers launch android app time sxsw link sxsw,Neutral,Google,Google,10,1,Normal
rt playing fave new iphone app wow rock sxsw next week,Positive,iPad or iPhone App,Apple,11,1,Normal
rt poor austin rt ipad launch coincides fri afternoon sxsw apple store employee austin may begin weeping,Positive,iPad,Apple,17,1,Normal
rt popup apple store sell ipadto sxsw line insane link,Neutral,Apple,Apple,10,1,Normal
rt post sxswi day bpm sxsw link surprised run two bpm folk popup apple store,Neutral,Apple,Apple,15,1,Normal
rt post sxswi day bpm sxsw link surprised run bpm folk popup apple store,Neutral,Apple,Apple,14,1,Normal
rt preorder humorous bee lp catch month link sxsw,Neutral,,Other,9,0,Normal
rt preparing sxsw talk google doodle fun friday pm link,Positive,Other Google product or service,Google,10,0,Normal
rt presentation touchingstories zinio online link sxsw,Neutral,,Other,7,0,Normal
rt public note step bulletproof ux strategy link sxsw rhjrux,Neutral,,Other,10,0,Normal
rt public service announcement grill amazing drink food free great company zazzle ipad case sxsw,Neutral,Apple,Apple,15,1,Normal
rt qa bing google let game begin qagb sxsw,Neutral,Google,Google,9,0,Normal
rt qa google bing ranking sxsw session mon topm link,Neutral,Google,Google,10,0,Normal
rt qrafter better paid free qr code apps scan vcards also download qrcode iphone sxsw,Positive,iPad or iPhone App,Apple,15,1,Normal
rt quantter launching iphone app soon participating launchrock comp sxsw link,Neutral,Apple,Apple,11,1,Normal
rt questioner sxsw said thanks im big fan google caused giggle audience laugh,Positive,Google,Google,13,0,Normal
rt question inside ipad fire way sxsw,Neutral,Apple,Apple,7,1,Normal
rt random apple fan bought lunch everyone line sxsw popup apple store ipadto randomactofkindness link,Neutral,Apple,Apple,15,1,Normal
rt ipad arm giant meatpointer hilarious sxsw,Neutral,Apple,Apple,7,1,Normal
rt reaction google circle news far range please rescue facebook sxsw,Neutral,Google,Google,11,0,Normal
rt readwriteweb reporting google might launch new social network sxsw today link,Neutral,Google,Google,12,0,Normal
rt really digging austin especially east side stopped apple size head great buzz sxsw,Neutral,Apple,Apple,14,1,Normal
rt really excited see documentary something ventured sxsw today rise intel apple genentech cisco atari,Neutral,Apple,Apple,15,1,Normal
rt really finding enjoying ipad design principle well done tapworthy useful clear point throughout sxsw,Positive,iPad,Apple,15,1,Normal
rt really google circle rt launching product sxsw plenty else,Neutral,Google,Google,10,0,Normal
rt reason keep parakeet employed link keep track lady sxsw link,Neutral,,Other,11,0,Normal
rt register private beta win apple tv sxsw visit link detail,Neutral,Apple,Apple,11,1,Normal
rt reks album store online link link sxsw,Neutral,,Other,8,0,Normal
rt remember last campaign upcoming sxsw event link new album dropped link,Neutral,,Other,12,0,Normal
rt remember chime tweet nasatweetup experience topm pm central time sxsw session link,Neutral,,Other,13,0,Normal
rt reminder charles chen talking android chromeos access today pm google booth exhibit hall sxsw,Neutral,Google,Google,15,1,Normal
rt retrollect also android market sxsw,Positive,Android App,Google,6,1,Normal
rt robot war steampunk time machine mystery box electronics awesome austin taco super happy dev house google win sxsw,Positive,Google,Google,19,1,Normal
rt rt going sxsw checkin wfriends youre austin wthese locationbased apps link lb,Neutral,,Other,13,1,Normal
rt rt google launch major new social network called circle possibly today link sxsw,Neutral,Google,Google,14,0,Normal
cc rt new ubersocial iphone app store includes uberguide sxsw cont link,Neutral,Apple,Apple,12,1,Normal
rt rt launch major new social network called circle possibly today link sxsw smm really google,Negative,Google,Google,16,0,Medium (Monitor)
rt rt apple opening popup store austin sxsw link exactly wanted,Positive,Apple,Apple,11,1,Normal
rt rt rt google yoyou tweet new think yoyou speak mark belinsky tweet panel sxsw,Positive,Google,Google,15,0,Normal
rt rt iphone apps well using south southwest interactive link sxsw sxswi,Neutral,Apple,Apple,12,1,Normal
rt rt putting gun head give iphone sxsw link,Positive,iPhone,Apple,9,1,Normal
rt rt launch major new social network called circle link sxsw v,Neutral,Google,Google,12,0,Normal
rt rt google yoyou tweet new think yoyou speak mark belinsky tweet panel sxsw,Neutral,Google,Google,14,0,Normal
rt rt iava want google nonprofit yes bc vet deserve nothing less sxsw letshookup,Neutral,Google,Google,14,0,Normal
rt rt apple set open popup shop core sxsw action link via,Positive,Apple,Apple,12,1,Normal
rt rt google launch major new social network called circle possibly today link sxsw,Neutral,Google,Google,14,0,Normal
rt rt ipad lounge recharge coffee htoo ipad art showfree daily sxsw e cont link,Neutral,Apple,Apple,15,1,Normal
rt rt nfc technology google testing using sticker store window yoyou tap get info sxsw,Neutral,Google,Google,15,0,Normal
rt rt social important google screw big launch circus link via sxsw,Neutral,Google,Google,12,0,Normal
rt rt sxsw line outside apple pop store sixth congress,Neutral,Apple,Apple,10,1,Normal
rt rt sxsw google launch major new social network called circle possibly today link,Positive,Other Google product or service,Google,14,0,Normal
rt rt sxsw ipad store sold everything except gig wifi white moneytoburn,Neutral,Apple,Apple,12,1,Normal
rt rt sxsw google apple ea game zynga facebook microsoft intuit went gaga go game link,Neutral,Apple,Apple,16,1,Normal
rt rt go beyond border link edchat musedchat sxsw sxswi classical newtwitter,Neutral,,Other,12,0,Normal
rt rt happy woman day make love fuss link edchat musedchat sxsw sxswi classical newtwitter,Neutral,,Other,15,1,Normal
rt rt another great panel pm hilton austin left brain search google right brain search x sxsw,Neutral,Google,Google,17,0,Normal
rt rt apparently yoyou google ad preference youll see google think youll like seenocreepy sxsw pnid,Neutral,Google,Google,16,1,Normal
rt rt apple alignd big tech event th day st ce gdc sxsw popup shop ipadto link,Neutral,Apple,Apple,17,1,Normal
rt rt apple head sxsw set temporary store austin link,Neutral,Apple,Apple,10,1,Normal
rt rt apple classiest fascist company america say sxsw,Negative,Apple,Apple,9,1,Medium (Monitor)
rt rt apple opening popup store downtown austin ipad launch sxsw link,Neutral,Apple,Apple,12,1,Normal
rt rt apple opening pop store downtown austin sxsw ipad launch link,Neutral,Apple,Apple,12,1,Normal
rt rt apple opening popup store downtown austin sxsw ipad launch link,Neutral,Apple,Apple,12,1,Normal
rt rt apple opening temporary ipad store handle sxsw demand link,Neutral,Apple,Apple,11,1,Normal
rt rt apple set temporary austin store serve horde ipad purchaser sxsw link,Neutral,Apple,Apple,13,1,Normal
rt rt arriving u sxsw looking microsim data iphone recommendation,Neutral,Apple,Apple,10,1,Normal
rt rt beautiful day austin come grab slice two yoyou check google yoyou get deal sxswi sxsw,Positive,Google,Google,17,0,Normal
rt rt best thing ive heard weekend sxsw gave ipad money japan relief need ipad,Positive,iPad,Apple,15,1,Normal
rt rt best thing ive heard weekend sxsw gave ipad money japan relief need ipad,Neutral,Apple,Apple,15,1,Normal
rt rt best thing ive heard weekend sxsw gave ipad money japan relief need ipad,Neutral,iPad,Apple,15,1,Normal
rt rt best thing ive heard weekend sxsw gave ipad money japan relief need ipad,Neutral,Apple,Apple,15,1,Normal
rt rt calvin geek charlie sheen goddess google sxsw,Neutral,Google,Google,9,0,Normal
rt rt cannot sxsw download free music mix itunes link cc,Neutral,Apple,Apple,11,0,Normal
rt rt chart day ipad competition toast link mobile hcmktg gpp sxsw,Neutral,Apple,Apple,12,1,Normal
rt rt checkout league extraordinary hacker sxsw lego google link,Neutral,Google,Google,10,0,Normal
rt rt cnn launch tv everywhere service mobile google tv computer link sxsw,Neutral,Google,Google,13,1,Normal
rt rt come check ipad app demo arm sxswparty mon link sxsw sxswto,Neutral,Apple,Apple,13,1,Normal
rt rt come party google tonight sxsw link band food art interactive map,Neutral,Google,Google,13,0,Normal
rt rt download free track music sampler including link sxsw,Neutral,,Other,10,0,Normal
rt rt flipboard developing iphone version android say sxswi sxsw,Neutral,Apple,Apple,10,1,Normal
rt rt everyone sxsw map favorite place austin link,Neutral,,Other,9,0,Normal
rt rt forward delicious tmobile g austin iphone user struggle anything sxsw,Negative,iPhone,Apple,12,1,Medium (Monitor)
rt rt free itunes album sxsw featured artist grab yoyou missed link,Neutral,Apple,Apple,12,0,Normal
rt rt gearing make splash launch groupon living socialtype reward sxsw link,Neutral,,Other,12,0,Normal
rt rt giving away ipad sxsw yoyou mapper entry amazingly easy detail link,Neutral,Apple,Apple,13,1,Normal
rt rt going sxsw find yoyou could win tech prize ipad iphone case,Neutral,Apple,Apple,13,1,Normal
rt rt google launch major new social network called circle possibly today link sxsw,Neutral,Google,Google,14,0,Normal
rt rt google earth headline cleantech panel sxsw tues pm follow saveustechies link,Neutral,Google,Google,13,0,Normal
rt rt google looking social signal search result qagb sxsw,Neutral,Google,Google,10,0,Normal
rt rt google launch people finder service japan earthquake tsunami link tnooz wssxsw sxsw scrm,Neutral,Google,Google,15,0,Normal
rt rt google launching check service sxsw providing deal fmsignal sxswi,Neutral,Google,Google,11,0,Normal
